id,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,distance_calculations,is_core,cluster_id
15443,4,5,5,8,3,8,7,8,6,5,6,8,3,8,5,9,15277,1,1
15444,5,9,5,6,3,6,7,7,7,10,7,10,2,9,4,9,13260,1,1
15445,1,0,1,0,0,8,7,4,6,5,6,7,0,8,7,8,7640,0,1
15446,1,0,1,1,0,5,7,7,5,6,6,6,2,8,3,8,3195,0,1
15447,4,9,6,6,5,7,6,7,7,7,7,9,3,8,3,9,15732,0,1
15448,2,3,4,2,2,7,8,2,6,10,6,8,3,8,2,8,8104,1,1
15449,3,2,4,3,2,6,8,5,7,7,10,9,3,9,1,8,12867,1,1
15450,2,6,3,4,2,7,7,9,6,7,6,7,2,8,8,9,14281,1,1
15451,4,6,6,9,8,6,6,5,3,7,6,6,9,13,6,10,17852,0,1
15452,6,9,6,7,5,6,11,3,7,11,9,5,2,12,2,4,12820,1,1
15453,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,927,1,5
15454,3,6,4,4,4,8,7,5,8,7,7,5,3,8,3,7,12095,0,1
15455,3,5,5,3,4,9,7,3,6,10,5,6,2,8,5,10,12247,1,1
15456,8,9,8,6,6,2,10,2,3,10,10,9,7,10,2,7,12089,1,1
15457,5,9,8,7,4,8,8,1,9,10,5,7,3,8,4,8,14831,1,1
15458,5,11,6,8,3,5,9,11,6,8,6,5,2,10,4,8,16254,0,1
15459,1,3,3,2,1,8,7,4,3,11,4,5,1,9,2,9,8792,0,1
15460,5,7,7,8,7,7,8,4,6,7,6,6,4,9,9,9,15504,1,1
15461,5,7,7,5,3,7,7,2,10,12,7,7,1,7,6,7,16137,0,1
15462,4,6,5,4,2,5,11,2,8,11,9,5,1,11,2,4,13031,1,1
15463,4,10,6,8,6,8,8,4,6,8,3,8,4,5,5,12,16545,0,1
15464,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,3811,1,8
15465,3,8,4,6,4,6,11,3,6,8,11,8,2,12,1,7,14941,0,1
15466,6,9,5,4,2,11,2,3,4,11,2,10,3,7,3,11,18447,0,1
15467,4,9,5,6,3,5,12,8,4,7,2,9,3,7,6,11,15873,0,1
15468,5,10,6,8,3,10,6,4,8,11,3,8,2,8,5,11,13252,0,1
15469,7,11,8,8,5,5,7,5,7,12,9,13,4,11,5,5,9410,0,1
15470,2,4,4,3,2,6,7,6,6,6,6,10,2,8,4,9,9228,1,1
15471,2,3,3,2,2,9,10,3,2,5,9,7,5,11,0,7,15566,0,1
15472,8,11,8,6,4,4,10,4,8,11,10,9,4,9,3,5,11219,0,1
15473,3,2,4,4,3,5,11,3,6,11,9,5,1,10,3,6,14295,0,1
15474,3,6,5,4,3,6,9,5,7,7,9,9,3,9,1,8,15256,1,1
15475,4,10,6,7,4,4,8,2,7,10,13,10,2,11,2,6,14618,0,1
15476,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,6654,1,8
15477,4,9,4,4,2,10,2,4,2,11,5,12,4,4,5,10,19193,0,1
15478,2,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,7334,0,8
15479,3,6,4,5,4,8,7,7,5,6,6,7,2,8,4,9,11796,1,1
15480,3,7,3,5,2,3,6,6,11,7,7,15,0,8,7,7,13006,0,11
15481,2,1,4,3,1,5,12,3,3,9,11,8,2,10,1,8,15270,0,1
15482,2,6,4,4,2,9,4,1,8,10,3,10,0,7,2,10,15911,0,3
15483,2,4,4,2,2,8,8,2,7,11,6,7,1,8,5,8,11243,1,1
15484,4,11,4,8,3,5,7,11,8,7,6,5,3,8,4,8,16423,0,1
15485,4,8,6,6,8,8,7,5,3,7,7,7,6,10,8,9,15199,1,1
15486,3,7,4,5,3,6,7,8,6,7,6,7,2,8,9,10,14190,1,1
15487,3,4,4,3,2,6,8,6,7,7,10,9,3,9,0,8,12574,1,1
15488,6,9,6,7,4,5,7,7,8,8,6,9,3,9,3,4,18435,0,1
15489,5,4,6,7,2,6,9,7,11,5,7,12,1,6,4,8,18590,0,1
15490,5,9,5,6,3,3,10,2,7,11,11,6,1,11,2,5,14233,1,1
15491,7,9,10,8,11,7,7,4,4,7,5,8,7,8,6,6,13429,1,1
15492,2,0,2,0,1,7,6,10,0,7,9,8,6,6,0,8,7739,1,21
15493,2,3,2,2,1,5,4,5,6,2,2,5,1,7,1,6,388,1,3
15494,4,7,5,5,4,5,7,6,7,6,6,13,3,8,5,10,16459,0,1
15495,4,5,5,5,4,6,8,3,5,6,6,11,4,9,7,9,16635,0,1
15496,6,10,5,8,3,4,11,2,4,9,11,7,3,9,1,8,14414,0,1
15497,4,8,5,6,3,7,7,4,8,11,4,8,2,7,5,8,15785,0,1
15498,1,3,3,2,1,8,9,2,5,13,5,5,1,9,2,9,13791,0,1
15499,6,11,8,8,4,4,14,4,5,13,7,2,1,10,2,5,14285,0,1
15500,5,11,8,9,5,12,3,3,3,10,1,9,3,7,4,9,15189,0,4
15501,6,12,6,6,3,13,1,5,2,12,2,10,2,3,2,10,17913,0,1
15502,4,7,5,5,4,8,6,10,0,6,8,8,7,5,0,8,14745,1,9
15503,1,1,3,2,1,6,12,2,2,8,11,8,2,10,0,8,14380,0,1
15504,9,12,9,7,6,10,6,4,5,11,2,7,6,7,5,8,12607,1,1
15505,9,10,8,7,8,4,11,3,2,9,8,7,7,12,3,6,11375,1,1
15506,2,6,3,4,2,3,8,5,8,7,6,13,0,8,6,10,17456,0,11
15507,5,11,6,8,6,6,9,4,7,10,9,6,2,9,4,6,14878,1,1
15508,1,0,1,0,0,6,10,6,1,7,5,8,1,7,4,10,9780,0,1
15509,2,0,2,1,1,7,8,7,5,7,5,7,1,8,7,8,6842,1,1
15510,1,1,2,2,0,10,6,2,5,12,4,9,0,7,1,7,8202,1,6
15511,1,0,1,0,0,6,7,7,5,7,6,6,2,8,2,8,3598,0,1
15512,1,7,2,5,1,7,7,0,7,13,6,8,0,8,1,8,11393,0,6
15513,4,4,6,6,3,4,8,5,1,7,8,8,8,9,0,8,15783,0,1
15514,7,10,7,8,4,4,8,6,8,10,10,9,3,9,2,5,12046,1,1
15515,1,0,2,1,0,5,8,8,1,7,6,11,3,8,2,11,15608,0,1
15516,3,5,6,4,2,6,13,3,3,8,11,8,3,10,1,8,15593,0,1
15517,4,2,6,4,4,8,11,2,2,6,9,8,9,13,1,7,17240,0,1
15518,5,5,6,7,3,6,11,9,3,7,3,8,3,7,6,11,17154,0,1
15519,3,4,4,2,2,4,11,2,7,11,10,5,1,10,2,4,11476,1,1
15520,4,9,5,7,3,9,6,2,6,14,4,8,0,7,0,8,16239,1,6
15521,5,9,8,6,4,6,9,1,7,7,12,9,1,11,2,8,14398,0,1
15522,7,8,10,7,8,6,4,4,6,5,4,7,5,3,7,6,19315,0,1
15523,5,8,7,6,6,8,5,7,4,6,7,7,4,6,7,8,17668,0,1
15524,7,10,10,8,6,9,9,2,5,10,4,5,7,9,2,8,14207,0,1
15525,3,8,5,6,4,8,7,7,6,7,6,5,2,8,8,9,15425,1,1
15526,4,7,6,5,2,6,11,2,6,13,7,4,1,10,2,7,15396,1,1
15527,4,8,5,6,5,7,10,8,5,8,5,6,3,6,7,11,17058,0,1
15528,4,6,5,4,3,7,8,1,8,10,7,8,3,8,3,7,13108,1,1
15529,3,10,4,8,2,3,8,6,11,7,5,15,0,8,7,7,10090,0,11
15530,4,7,6,5,6,8,8,3,5,5,7,10,5,12,8,9,16164,0,1
15531,3,2,4,3,3,6,7,6,6,7,6,8,6,8,3,8,11156,0,1
15532,3,7,3,5,1,0,0,6,6,0,1,5,0,8,0,8,780,1,3
15533,3,5,4,7,2,9,9,6,10,5,6,5,0,7,9,7,17982,0,1
15534,4,6,6,9,4,12,3,3,6,10,2,8,1,7,5,11,18974,0,1
15535,4,7,6,5,5,8,8,5,3,6,4,6,4,8,8,3,14432,1,1
15536,1,0,2,0,1,7,6,9,0,7,8,8,5,6,0,8,7418,1,21
15537,3,8,4,5,1,8,7,4,4,7,6,8,3,8,4,8,6814,1,1
15538,3,3,4,4,1,6,7,7,9,7,6,13,1,9,4,9,16156,0,1
15539,2,2,4,4,2,11,6,2,7,12,3,7,0,7,1,8,13797,0,6
15540,3,4,4,3,3,6,7,6,6,7,6,5,2,8,3,7,4327,1,1
15541,2,5,4,7,6,9,8,4,1,6,7,9,3,11,7,7,18543,0,1
15542,2,1,2,1,1,8,6,6,6,6,5,9,1,7,5,10,7359,1,1
15543,1,1,1,2,1,4,7,5,8,7,6,13,0,8,6,9,13932,0,1
15544,1,3,3,2,2,8,7,2,4,10,5,7,2,8,3,9,5747,1,1
15545,3,7,3,5,2,3,7,6,11,7,7,15,0,8,7,7,12219,1,11
15546,3,6,4,4,4,8,5,10,0,6,8,8,6,5,0,7,14299,0,9
15547,7,10,7,8,5,6,6,7,7,10,7,11,2,9,5,9,9791,1,1
15548,6,11,6,8,4,5,13,8,3,7,2,9,3,7,6,11,15398,0,1
15549,4,5,6,5,4,8,9,4,6,7,7,8,3,8,8,8,15835,1,1
15550,3,7,4,5,2,7,8,4,8,11,8,8,2,10,5,7,16516,0,1
15551,4,6,5,4,4,9,9,5,4,7,5,7,3,8,9,5,16365,1,1
15552,2,4,2,2,1,5,10,4,4,10,8,4,1,10,3,7,7801,1,1
15553,1,2,1,3,1,7,7,1,7,7,6,8,0,8,3,8,3120,1,17
15554,3,7,5,5,4,7,9,6,4,7,6,7,6,8,3,8,15519,1,1
15555,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,953,0,5
15556,6,8,6,6,3,2,11,3,6,12,12,6,1,11,2,5,12880,1,1
15557,4,11,6,8,5,7,11,3,6,7,11,8,2,12,1,8,10194,1,1
15558,2,0,2,1,0,7,7,6,5,7,6,8,2,8,3,8,3775,1,1
15559,4,7,6,9,5,10,11,3,2,7,8,8,3,11,7,10,16095,0,1
15560,4,5,6,4,3,7,7,1,9,10,6,8,2,8,3,7,12089,1,1
15561,3,8,5,6,4,9,10,2,2,6,8,8,7,11,1,8,16776,1,1
15562,3,7,5,5,3,4,8,6,6,7,9,10,3,9,1,8,16768,0,1
15563,2,4,4,3,2,9,6,4,6,10,4,6,2,8,3,8,4966,1,1
15564,5,9,7,8,8,7,9,5,2,7,7,8,6,11,7,9,12820,1,1
15565,5,10,5,8,3,3,11,3,4,10,12,8,2,10,1,8,10456,1,1
15566,4,3,4,5,1,1,0,6,6,0,1,4,0,8,0,8,1016,0,3
15567,3,6,4,4,4,6,8,5,4,7,5,9,3,10,8,10,16878,0,1
15568,3,7,5,5,2,7,10,2,2,7,12,8,1,11,0,8,14254,1,1
15569,5,6,5,4,4,3,10,2,3,10,9,8,6,11,2,6,15518,1,1
15570,4,5,5,4,3,7,9,5,5,7,7,7,5,9,2,6,12160,1,1
15571,4,11,5,8,3,4,12,9,2,10,6,4,1,10,4,8,13937,1,1
15572,4,4,4,6,2,1,14,5,3,12,9,5,0,8,2,6,17198,0,10
15573,3,5,3,3,2,7,8,5,5,7,6,6,5,10,2,5,8609,0,1
15574,5,5,6,7,2,7,7,5,4,7,6,8,3,8,4,8,13603,0,1
15575,2,7,3,5,2,8,8,7,6,8,6,8,2,8,9,8,15518,1,1
15576,4,8,5,6,2,10,6,2,8,14,3,8,0,7,0,8,16863,0,6
15577,3,4,3,6,1,0,1,5,6,0,0,7,0,8,0,8,847,1,3
15578,5,10,6,7,3,5,11,9,4,7,4,8,3,7,6,11,14133,1,1
15579,6,7,8,10,8,10,13,5,2,3,8,12,5,15,4,10,12174,0,1
15580,4,11,4,8,1,0,1,5,6,0,0,7,0,8,0,8,5572,1,3
15581,3,5,5,4,3,7,9,2,4,10,6,6,5,9,1,7,10630,1,1
15582,5,6,6,6,6,8,9,4,5,7,7,8,4,10,9,10,14196,1,1
15583,4,9,4,4,3,9,7,3,5,9,3,8,5,7,5,8,16926,0,1
15584,4,6,6,5,6,8,8,5,5,7,6,8,6,8,8,3,17133,1,1
15585,4,6,4,4,2,2,11,3,5,11,12,7,2,11,2,5,16607,0,1
15586,5,9,7,7,3,7,8,1,9,10,6,8,3,8,4,7,15707,1,1
15587,1,9,0,7,1,7,7,5,3,7,6,8,0,8,0,8,6809,0,8
15588,3,7,5,5,2,7,11,1,8,6,12,8,1,11,2,8,14612,1,1
15589,4,9,6,7,6,9,7,6,6,9,4,6,3,8,3,9,15800,1,1
15590,4,8,6,6,4,8,6,9,5,4,4,5,4,6,3,8,15478,0,1
15591,2,2,3,3,2,7,8,5,4,7,6,7,4,8,1,7,4475,1,1
15592,5,6,6,4,2,4,13,4,4,10,11,6,3,10,1,8,14691,0,1
15593,4,5,5,4,3,7,11,3,2,6,9,8,7,11,0,8,15885,1,1
15594,5,10,7,7,8,9,5,5,4,8,6,9,5,7,12,8,15134,0,1
15595,1,0,1,0,0,8,7,3,5,7,6,8,2,8,3,7,4721,0,1
15596,2,1,4,3,2,9,10,3,2,6,9,7,5,11,0,8,16340,0,1
15597,6,11,8,8,7,9,7,4,6,10,5,6,3,8,6,10,10423,1,1
15598,3,7,4,5,1,8,6,3,7,15,5,10,0,7,1,7,16105,1,6
15599,3,10,4,8,3,7,7,0,7,13,6,8,0,8,1,8,12320,1,6
15600,4,8,6,6,3,8,4,5,4,14,6,13,1,6,0,7,17587,0,6
15601,4,5,5,4,3,8,7,8,5,7,6,8,2,8,3,8,11093,1,1
15602,4,5,5,4,4,7,8,5,6,7,5,6,6,7,4,8,12987,0,1
15603,3,6,4,4,3,7,6,12,1,7,7,8,3,8,0,8,13803,1,2
15604,3,7,4,5,2,7,7,7,10,10,6,13,1,10,4,9,13963,0,1
15605,6,11,6,6,3,8,4,3,5,12,7,12,3,8,6,9,14780,1,1
15606,3,8,4,6,2,7,5,14,5,7,13,8,3,9,0,8,9293,1,18
15607,4,5,4,8,2,3,12,9,2,10,6,3,1,10,4,8,17932,0,1
15608,4,11,5,8,3,3,3,5,9,1,0,7,0,7,1,6,13004,0,3
15609,6,10,8,7,7,10,6,2,7,11,4,8,5,6,5,11,10783,1,1
15610,3,3,3,5,2,5,7,10,7,7,6,5,3,8,3,8,13214,0,1
15611,3,9,5,7,3,7,7,0,7,13,6,8,0,8,1,8,12504,1,6
15612,3,9,5,7,4,7,7,3,8,5,7,9,3,8,6,8,15828,1,1
15613,7,8,6,6,3,3,10,3,7,11,12,6,2,11,3,5,13646,1,1
15614,4,7,5,5,2,7,3,14,6,7,13,8,3,9,0,8,11343,0,18
15615,5,11,8,8,8,5,11,2,2,7,8,8,7,12,1,8,13138,0,1
15616,4,7,4,5,3,8,7,12,1,6,9,8,8,6,0,8,13750,1,9
15617,5,9,8,6,9,6,7,3,2,8,6,6,3,8,11,1,19520,0,1
15618,7,11,7,6,3,8,5,4,4,13,7,9,3,9,3,8,15891,1,1
15619,2,1,2,1,1,5,11,8,2,9,6,4,1,9,3,8,9701,1,22
15620,5,11,5,8,3,7,10,2,9,11,9,4,1,11,3,5,14875,0,1
15621,4,4,6,6,3,6,8,9,8,7,6,6,3,8,4,8,16106,1,1
15622,2,3,3,2,2,8,7,6,4,9,5,8,2,8,2,8,5684,1,1
15623,2,1,3,1,2,6,7,4,8,7,6,10,3,8,5,8,10327,0,1
15624,3,7,4,5,3,6,7,6,8,7,7,10,2,8,6,9,15094,1,1
15625,5,11,7,8,5,5,3,6,8,2,2,4,1,6,1,5,17175,0,3
15626,3,10,4,8,5,8,8,8,5,7,5,8,2,8,8,8,15621,0,1
15627,5,10,5,7,3,3,10,2,8,11,11,6,0,10,2,4,14863,0,1
15628,4,9,5,11,7,9,8,8,2,5,7,10,3,8,6,10,13859,0,1
15629,8,12,7,6,4,9,8,4,6,13,4,4,3,10,6,7,12935,1,1
15630,3,7,5,5,3,7,12,3,7,8,11,7,2,11,1,7,14394,1,1
15631,5,9,6,7,8,7,9,5,3,7,9,8,6,8,3,8,16743,0,1
15632,3,7,3,4,1,1,11,5,6,11,10,9,0,8,2,6,16141,0,10
15633,1,4,2,3,2,7,7,5,8,6,6,9,2,8,7,8,9815,0,1
15634,5,8,7,6,5,7,7,2,7,11,6,9,3,7,5,9,14986,1,1
15635,4,8,6,6,5,7,7,7,7,5,9,10,4,8,7,6,17911,0,1
15636,4,10,5,8,2,7,7,4,14,10,6,8,0,8,8,8,7692,0,19
15637,3,8,4,6,3,8,8,7,5,7,6,9,2,8,3,8,14132,0,1
15638,4,4,5,6,3,5,7,9,9,6,5,5,3,8,4,8,13845,0,1
15639,7,13,7,7,6,5,9,3,5,7,4,9,6,7,6,6,18019,0,1
15640,2,3,4,1,1,7,9,4,3,11,4,4,1,9,2,8,7540,0,1
15641,5,7,6,9,6,10,11,6,3,3,8,12,3,10,7,10,13230,0,1
15642,1,3,3,2,1,7,7,2,6,11,7,9,2,9,4,9,12188,0,1
15643,2,3,3,2,2,7,7,2,7,11,7,8,2,9,4,8,10453,1,1
15644,4,4,5,7,4,6,6,9,7,6,6,7,2,8,9,10,17020,0,1
15645,1,0,2,1,0,7,7,11,1,7,6,8,3,8,0,8,6139,1,21
15646,6,9,6,5,4,3,9,2,3,9,10,8,8,11,1,5,16306,0,1
15647,11,13,10,8,5,8,8,4,5,9,6,7,6,9,5,9,9760,1,1
15648,2,2,3,4,3,7,7,6,7,7,6,9,2,8,6,10,12188,1,1
15649,2,7,4,5,1,9,10,1,3,6,12,8,1,11,0,8,14690,1,1
15650,4,11,5,8,4,7,7,7,6,6,5,9,2,7,5,11,16074,0,1
15651,4,8,6,6,7,7,7,3,4,6,6,8,7,7,7,7,15645,1,1
15652,2,5,3,4,2,4,4,5,7,2,2,6,1,6,1,6,618,1,3
15653,7,10,10,9,8,6,8,3,6,7,8,10,6,8,4,8,12711,0,1
15654,4,7,6,5,4,9,8,3,7,10,4,7,3,8,3,9,14624,1,1
15655,1,0,2,1,0,7,14,1,4,7,10,8,0,8,0,8,16859,0,7
15656,7,10,8,8,4,6,8,7,8,13,8,9,2,11,3,7,9994,0,1
15657,4,11,6,8,6,6,10,4,5,10,9,4,4,10,4,7,15252,0,1
15658,4,6,6,4,5,7,8,5,3,6,6,8,5,7,7,7,13791,1,1
15659,4,2,5,4,4,7,7,5,6,7,6,6,2,8,7,10,14000,0,1
15660,4,7,6,10,10,8,9,5,0,8,7,6,5,11,6,10,15488,0,1
15661,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,2742,1,17
15662,5,6,5,4,2,3,12,3,3,10,11,7,2,11,1,8,13474,1,1
15663,5,10,7,8,7,7,7,6,7,7,6,8,6,8,4,8,13742,1,1
15664,4,5,8,4,3,7,7,1,9,10,6,8,2,8,3,7,14373,0,1
15665,5,8,7,6,6,9,7,6,5,6,7,4,10,7,4,5,19039,0,1
15666,4,9,6,6,3,6,8,4,2,7,8,8,8,10,0,8,15126,1,1
15667,6,9,9,7,6,8,8,4,1,7,9,8,7,11,0,8,14970,0,1
15668,3,4,4,3,1,4,11,2,7,11,10,5,1,11,2,5,10923,1,1
15669,5,9,5,11,7,8,7,7,3,8,7,9,3,8,6,8,14204,1,1
15670,4,9,5,6,4,8,7,6,6,10,5,5,3,8,3,8,15269,1,1
15671,3,4,5,3,2,7,9,2,5,10,6,6,5,9,1,7,10052,1,1
15672,6,5,6,8,3,7,7,15,2,4,6,8,6,8,0,8,16070,0,2
15673,4,5,5,8,3,8,7,8,7,6,7,8,2,7,6,11,16504,1,1
15674,10,11,10,8,7,1,11,3,3,11,11,9,8,10,1,7,6721,0,1
15675,3,8,3,5,1,1,13,4,4,12,11,6,0,8,2,6,14305,1,10
15676,4,6,6,4,4,10,11,3,2,5,9,7,6,11,1,8,17665,0,1
15677,3,8,4,6,2,4,8,7,9,9,9,13,1,9,4,9,13297,0,1
15678,5,9,6,7,7,7,6,6,4,7,7,8,5,10,9,12,12337,0,1
15679,4,4,5,3,4,9,6,6,4,6,7,5,9,5,3,6,11985,0,1
15680,4,6,4,4,2,4,9,3,6,10,11,6,2,11,2,5,15347,0,1
15681,10,15,9,8,4,7,9,4,5,3,5,10,6,10,2,7,14336,1,1
15682,3,5,4,7,2,7,7,4,13,10,6,8,0,8,8,8,13978,0,19
15683,5,10,5,8,4,1,12,4,4,12,10,7,0,8,2,6,14219,0,10
15684,4,6,6,4,3,7,7,3,6,10,6,8,3,8,3,7,11285,1,1
15685,6,10,7,5,3,5,9,2,8,11,8,8,4,9,3,6,16077,0,1
15686,4,9,6,8,3,8,5,9,7,6,4,8,3,8,4,8,15493,0,1
15687,4,11,5,8,4,6,7,9,7,7,6,7,2,8,9,10,11965,1,1
15688,5,8,6,6,3,7,6,6,8,13,7,12,2,10,4,7,13263,0,1
15689,3,4,3,5,2,7,7,14,1,7,6,8,3,8,0,8,14600,1,2
15690,2,5,3,4,2,7,8,5,9,6,6,9,2,9,7,8,13733,1,1
15691,2,0,2,0,0,7,15,2,3,7,10,8,0,8,0,8,18082,0,7
15692,5,9,6,7,3,8,7,4,8,11,6,7,2,9,5,8,14849,1,1
15693,3,1,4,1,2,6,7,4,7,7,6,11,2,8,4,10,12468,0,1
15694,3,2,5,3,3,8,11,2,2,6,9,8,6,11,1,7,13982,1,1
15695,2,4,4,3,2,7,8,1,8,10,6,8,2,8,3,7,9732,0,1
15696,4,9,5,8,5,8,8,7,5,6,8,9,3,8,5,10,14273,1,1
15697,7,10,9,8,5,7,8,2,10,12,6,8,1,9,6,8,8930,1,1
15698,6,10,9,7,5,10,7,3,5,10,3,5,6,9,1,7,16652,1,1
15699,1,1,2,1,0,3,12,4,3,11,9,6,0,8,2,7,12929,0,1
15700,5,11,7,9,5,7,12,3,7,8,12,8,2,12,1,7,8152,0,1
15701,3,7,4,5,3,7,4,1,7,8,2,10,0,7,2,8,7775,1,3
15702,4,6,5,4,4,6,6,6,5,6,8,10,7,5,2,9,16832,0,1
15703,2,3,4,4,2,8,3,1,2,7,2,8,2,6,2,7,1177,1,4
15704,4,8,5,6,4,10,5,2,6,11,4,7,3,7,3,9,15645,0,1
15705,4,3,4,5,2,7,7,14,2,5,6,8,6,8,0,8,14412,0,2
15706,7,12,7,7,5,8,7,2,6,10,4,8,5,8,4,8,14597,1,1
15707,4,10,4,5,3,10,6,4,7,11,3,9,3,6,7,11,16453,0,1
15708,1,0,2,0,0,7,6,10,4,7,12,8,2,10,0,8,18942,0,0
15709,5,11,5,8,4,1,12,4,5,12,11,8,0,8,1,6,13466,0,10
15710,3,5,5,6,5,10,11,6,3,3,8,12,3,10,5,10,16827,0,1
15711,5,7,7,5,3,6,10,3,6,13,7,4,2,10,2,7,15332,1,1
15712,5,11,8,8,6,7,11,7,3,10,5,3,3,11,4,8,13848,0,1
15713,4,11,6,9,3,9,8,9,6,5,7,10,3,8,5,9,12803,0,1
15714,5,7,7,5,5,8,6,6,7,9,7,6,3,8,8,7,18020,0,1
15715,5,11,7,8,6,6,7,7,7,6,10,10,5,5,9,6,17275,0,1
15716,6,11,8,9,6,6,7,8,7,8,9,7,3,9,6,10,12029,0,1
15717,1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,10939,0,8
15718,4,11,6,8,3,5,4,3,3,5,1,7,3,6,3,7,11481,0,4
15719,3,6,4,4,2,5,3,5,8,2,2,4,1,6,1,5,1415,0,3
15720,3,7,5,5,3,8,2,2,2,7,1,8,2,7,3,7,3843,1,4
15721,10,14,9,8,4,8,10,5,5,4,5,10,6,10,3,7,12768,1,1
15722,5,11,5,8,4,5,6,7,6,7,7,11,3,7,5,8,16753,0,1
15723,5,8,7,6,5,7,8,8,5,6,7,11,4,8,4,8,15028,1,1
15724,2,3,2,2,1,4,4,4,7,2,2,6,0,7,1,6,374,1,3
15725,2,6,2,4,1,0,2,5,6,0,0,7,0,8,0,8,740,0,3
15726,1,1,1,2,1,7,7,1,6,7,6,8,0,8,2,8,2931,0,17
15727,3,9,5,7,4,7,7,6,9,6,4,9,2,8,6,9,16356,0,1
15728,4,10,4,7,3,5,11,9,4,7,3,9,3,7,6,11,14408,1,1
15729,3,8,4,6,3,8,8,8,8,7,4,7,2,6,9,8,17408,0,1
15730,2,8,3,6,2,6,8,0,6,13,7,7,0,8,1,7,13398,0,6
15731,1,0,2,1,1,7,8,4,0,7,8,8,5,10,0,8,8306,1,14
15732,4,8,6,12,10,8,9,5,0,8,6,7,5,11,6,6,16192,0,1
15733,6,7,8,6,6,8,3,4,5,7,3,9,4,5,5,7,17098,0,1
15734,6,14,5,8,4,8,7,4,4,11,5,9,3,9,8,11,10485,0,1
15735,4,9,6,6,4,5,10,2,8,10,9,6,4,10,4,6,16540,0,1
15736,5,11,8,8,2,8,8,5,3,6,14,8,3,9,0,8,12338,0,1
15737,3,8,4,6,2,7,8,0,8,14,6,6,0,8,1,7,14226,0,6
15738,6,11,7,8,3,9,5,4,7,15,4,11,1,6,1,7,14321,0,6
15739,4,10,6,8,4,6,9,0,7,13,7,7,0,8,1,7,15558,0,6
15740,5,11,5,8,4,1,13,4,3,12,10,6,0,8,2,6,14238,0,10
15741,4,6,5,7,6,7,9,5,4,8,6,7,4,10,9,7,16482,1,1
15742,9,13,8,7,5,8,5,5,5,6,9,8,5,9,3,8,15268,1,1
15743,2,1,3,3,3,8,6,6,4,7,7,8,6,5,2,8,7812,0,1
15744,4,6,6,4,3,5,12,4,5,13,7,4,2,10,2,6,16160,1,1
15745,4,7,5,5,5,7,7,4,6,6,5,7,3,7,4,8,10285,1,1
15746,6,9,5,7,4,3,11,2,2,9,10,8,3,11,1,7,14576,1,1
15747,6,11,9,8,8,8,7,7,3,7,6,11,6,8,9,8,10080,0,1
15748,4,5,7,3,4,8,6,3,4,9,6,8,8,6,2,8,13275,1,1
15749,2,1,3,2,2,5,9,5,4,9,7,4,1,10,3,7,6736,0,1
15750,2,7,4,5,2,9,3,2,2,8,1,8,2,6,3,8,4398,1,4
15751,7,10,6,5,3,5,11,3,4,11,7,4,2,8,6,4,18339,0,1
15752,2,2,3,3,2,7,8,5,4,7,6,6,5,8,1,6,3455,1,1
15753,5,8,6,9,6,8,7,6,3,9,8,10,3,8,6,8,13142,1,1
15754,3,4,4,3,2,7,7,7,5,9,6,8,2,8,3,8,8368,1,1
15755,4,8,5,6,4,7,7,7,4,10,6,8,3,8,3,8,13447,1,1
15756,4,8,6,6,4,5,8,5,8,11,10,9,3,8,5,5,15708,0,1
15757,4,10,4,8,4,7,8,3,12,9,6,8,0,8,7,7,14001,0,19
15758,5,7,6,5,4,9,7,4,7,10,3,7,2,7,5,10,14225,1,1
15759,4,6,5,4,3,7,8,3,7,10,4,7,2,6,4,8,12570,0,1
15760,5,10,7,8,5,8,4,1,7,9,2,9,1,6,3,9,17036,1,3
15761,3,9,5,6,4,6,6,6,6,6,6,9,2,9,4,8,15024,0,1
15762,8,10,8,5,3,10,7,4,7,8,1,5,5,7,4,9,18763,0,1
15763,4,8,6,6,5,8,8,4,1,6,9,8,7,11,0,8,16101,1,1
15764,3,3,6,2,3,8,7,3,6,10,5,8,3,8,3,8,11010,1,1
15765,4,11,6,8,2,9,10,1,3,6,12,8,1,11,0,8,12853,0,1
15766,8,10,9,8,6,4,8,5,8,9,8,9,6,9,4,3,15087,0,1
15767,4,7,5,9,6,8,6,8,3,5,6,9,3,8,6,9,16897,1,1
15768,4,11,5,8,3,6,9,11,5,7,5,8,3,8,5,10,15271,0,1
15769,1,1,2,2,1,6,10,4,4,10,8,5,1,9,3,7,7775,1,1
15770,9,10,9,7,6,3,11,2,3,9,9,8,8,11,2,6,9486,1,1
15771,8,12,8,7,4,5,10,4,5,14,8,6,2,9,3,7,13004,0,1
15772,4,11,6,8,5,7,7,3,8,5,6,8,3,8,6,7,16367,1,1
15773,6,9,8,8,10,6,8,4,3,7,5,8,10,8,5,6,15313,1,1
